Brand,Series,Model,Price
Opel,Corsa,1.3 CDTI Essentia,420000
Volkswagen,Jetta,1.6 TDi Comfortline,635000
Renault,Clio,1.5 dCi Joy,485000
Volkswagen,Jetta,1.6 TDi Comfortline,765000
Seat,Leon,1.6 TDI CR Style,735000
Ford,Focus,1.6 TDCi Style,550000
Renault,Symbol,1.5 dCi Joy,375000
Peugeot,508,1.6 e-HDi Allure,830000
Volkswagen,Passat,2.0 TDi BlueMotion Highline,880000
BMW,1 Serisi,116d ED EfficientDynamics,725000
Citroen,C-Elysee,1.2 VTi Attraction,410000
BMW,3 Serisi,320d xDrive Sport Line,1290000
Renault,Megane,1.5 dCi Joy,600000
Dacia,Logan,1.5 dCi MCV Ambiance,1800000
Volkswagen,Passat Variant,1.6 TDi BlueMotion Comfortline,750000
Volkswagen,Passat,2.0 TDi BlueMotion Highline,750000
Citroen,C4,1.6 e-HDi Exclusive,710000
Renault,Megane,1.5 dCi Touch Plus,565000
Ford,Focus,1.6 TDCi Trend X,615000
Citroen,C4,1.6 VTI Confort,595000
Fiat,Linea,1.3 Multijet Pop,480000
Seat,Leon,1.6 TDI CR Style,735000
Opel,Astra,1.6 CDTI Sport,635000
Peugeot,508,1.6 e-HDi Access,639000
Peugeot,308,1.2 VTi Active,730000
Seat,Leon,1.2 TSI Style,725000
Renault,Clio,1.2 Joy,420000
Ford,Focus,1.6 TDCi Trend X,630000
Volkswagen,Polo,1.2 TDi Trendline,585000
Hyundai,i20,1.2 MPI Jump,400000
Renault,Fluence,1.5 dCi Joy,555000
Renault,Clio,1.5 dCi Joy,505000
Renault,Clio,1.5 dCi Touch,418500
Dacia,Lodgy,1.5 dCi Laureate,545500
Renault,Fluence,1.5 dCi Icon,440000
Renault,Symbol,1.5 dCi Joy,405000
Renault,Clio,1.5 dCi Joy,515000
Hyundai,i20,1.4 CRDi Jump,399000
Toyota,Corolla,1.4 D-4D Premium,749000
Ford,Focus,1.6 TDCi Trend X,610000
Renault,Clio,1.5 dCi Touch,485000
Fiat,Linea,1.3 Multijet Pop,410000
Fiat,Linea,1.3 Multijet Pop,400000
Hyundai,i20,1.4 CRDi Jump,410000
Renault,Symbol,1.5 dCi Joy,420000
Hyundai,i30,1.6 CRDi Style,590000
Opel,Astra,1.6 Edition,555000
Honda,Civic,1.6 i-VTEC ECO Elegance,760000
Audi,A3,A3 Sedan 1.6 TDI Attraction,825000
Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,665000
Ford,Focus,1.6 TDCi Titanium X,650000
Volvo,S80,1.6 D,950000
Renault,Fluence,1.5 dCi Icon,484000
Renault,Fluence,1.5 dCi Touch,585000
Fiat,Linea,1.3 Multijet Active Plus,385000
Fiat,Linea,1.3 Multijet Pop,470000
Renault,Fluence,1.5 dCi Touch,538000
Skoda,Octavia,1.6 TDI Ambition,620000
Fiat,Linea,1.3 Multijet Easy,485000
Dacia,Logan,1.5 dCi MCV Ambiance,525000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,750000
Renault,Fluence,1.5 dCi Touch,549000
Peugeot,301,1.6 HDi Active,485000
Hyundai,i10,1.0 D-CVVT Style,460000
Renault,Fluence,1.5 dCi Touch Plus,635500
Ford,Focus,1.6 TDCi Trend X,725000
Fiat,Linea,1.3 Multijet Pop,435000
Dacia,Lodgy,1.5 dCi Laureate,445000
Dacia,Sandero,1.5 dCi Stepway,414000
Volkswagen,Jetta,1.6 TDi Trendline,630000
Seat,Leon,1.6 TDI CR Style,760000
Renault,Fluence,1.5 dCi Joy,560000
Hyundai,Accent Blue,1.6 CRDI Biz,455000
Volkswagen,Polo,1.2 TDi Trendline,550000
Renault,Fluence,1.5 dCi Joy,597000
Mercedes - Benz,CLA,180 CDI AMG,1140000
Peugeot,301,1.6 HDi Active,505000
Peugeot,308,1.6 e-HDi Allure,710008
Kia,Rio,1.25 CVVT Fancy,550000
Fiat,Punto,1.3 Multijet Pop,350000
BMW,5 Serisi,520i M Sport,1600000
Volvo,V40 Cross Country,1.6 D Advance,780000
Honda,Civic,1.6 i-VTEC ECO Elegance,795000
Renault,Fluence,1.5 dCi Touch,470000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,830000
BMW,5 Serisi,525d xDrive Premium,1365000
Skoda,SuperB,1.6 TDI Elegance,885000
Audi,A4,A4 Sedan 2.0 TDI,1250000
BMW,3 Serisi,320d Standart,1100000
Opel,Corsa,1.3 CDTI Essentia,487000
Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,760000
Citroen,C-Elysee,1.6 HDi Attraction,495000
Honda,Civic,1.6 i-VTEC ECO Elegance,730000
Hyundai,Accent Blue,1.6 CRDI Biz,645000
Renault,Clio,1.5 dCi SportTourer Joy,530000
Volkswagen,Polo,1.4 TDi Comfortline,600000
Renault,Symbol,1.5 dCi Joy,415000
Renault,Fluence,1.5 dCi Joy,540000
Renault,Clio,1.5 dCi Icon,599000
Opel,Astra,1.3 CDTI Cosmo,680000
Renault,Clio,1.5 dCi Joy,450000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,795000
Ford,Fiesta,1.25 Trend,470000
Opel,Astra,1.3 CDTI Edition,600000
BMW,5 Serisi,525d xDrive Comfort,1500000
Volvo,S80,1.6 D Advance,1020000
Renault,Fluence,1.5 dCi Joy,545000
Renault,Fluence,1.5 dCi Touch,629000
Renault,Clio,1.5 dCi SportTourer Joy,490000
Renault,Fluence,1.5 dCi Touch,520000
Kia,Ceed,1.6 CRDi Concept Plus SW,640000
Citroen,C-Elysee,1.6 HDi Confort,415000
Skoda,SuperB,1.6 TDI Prestige,935000
Renault,Megane,1.5 dCi Touch,525525
Alfa Romeo,Giulietta,1.6 JTD Distinctive,635000
BMW,3 Serisi,320i ED Modern Line Plus,1150000
Toyota,Auris,1.4 D-4D Advance Skypack,490000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1050000
Fiat,Linea,1.3 Multijet Pop,440000
Opel,Astra,1.6 CDTI Cosmo,640000
Opel,Astra,1.4 T Sport,530000
Opel,Astra,1.4 T Sport,530000
Ford,Focus,1.6 TDCi Trend X,680000
Kia,Rio,1.4 CRDi Sporty,540000
Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,700000
Volkswagen,Jetta,1.6 TDi Comfortline,810000
BMW,3 Serisi,320i ED Sport Line,1270000
BMW,7 Serisi,750d xDrive Long Standart,4250000
Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,680000
Peugeot,301,1.6 HDi Active,535000
Mercedes - Benz,E,180 AMG,1519000
Volvo,V40 Cross Country,1.6 D,870000
Seat,Leon,1.4 TSI FR,760000
Fiat,Linea,1.3 Multijet Pop,420000
BMW,3 Serisi,320d Standart,1050000
Fiat,Linea,1.6 Multijet Lounge,525000
Skoda,Octavia,1.6 TDI Optimal,780000
Renault,Fluence,1.5 dCi Joy,535000
Fiat,Linea,1.3 Multijet Pop,415000
BMW,3 Serisi,316i Sport,1099000
Fiat,Linea,1.3 Multijet Active Plus,440000
Volkswagen,Polo,1.2 TDi Trendline,469000
Fiat,Linea,1.3 Multijet Active Plus,390000
Skoda,SuperB,1.6 TDI Ambition,697000
Renault,Fluence,1.5 dCi Touch,615000
Volkswagen,Golf,1.6 TDi BlueMotion Highline,785000
Volkswagen,Jetta,1.6 TDi Highline,725000
Tata,Vista,1.3 TDI Quadrojet Aura,290000
Honda,Civic,1.6 i-VTEC ECO Elegance,690000
BMW,3 Serisi,320i ED Luxury Line Plus,985000
Peugeot,301,1.6 HDi Active,470000
Volkswagen,Passat,2.0 TDi BlueMotion Comfortline,890000
Mercedes - Benz,CLA,200 AMG,1100000
Audi,A4,A4 Sedan 2.0 TDI Quattro,1000000
Hyundai,i20,1.2 D-CVVT Sense,505000
Audi,A3,A3 Sedan 1.6 TDI Attraction,899999
Hyundai,Accent Blue,1.6 CRDI Mode,580000
Fiat,Linea,1.3 Multijet Pop,385000
Volkswagen,Jetta,1.6 TDi Trendline,635000
Fiat,Linea,1.3 Multijet Active Plus,360000
Renault,Fluence,1.5 dCi Touch,575000
Renault,Symbol,1.5 dCi Joy,465000
Hyundai,Accent Blue,1.6 CRDI Biz,500000
Dacia,Lodgy,1.5 dCi Laureate,490000
Citroen,C-Elysee,1.6 HDi Confort,395000
Skoda,SuperB,1.6 TDI Prestige,780000
Toyota,Corolla,1.4 D-4D Touch,652500
Hyundai,i30,1.6 CRDi Blue Drive,695000
Hyundai,Accent Blue,1.6 CRDI Biz,545000
Fiat,Linea,1.4 Fire Actual Plus,395000
Renault,Symbol,1.5 dCi Joy,435000
Renault,Fluence,1.5 dCi Joy,520000
Fiat,Linea,1.3 Multijet Pop,400000
Ford,Focus,1.6 TDCi Trend X,655000
Volkswagen,Polo,1.4 TDi Comfortline,635000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,650000
Volkswagen,VW CC,1.4 TSi,950000
Fiat,Linea,1.3 Multijet Pop,410000
Fiat,Linea,1.3 Multijet Pop,365000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,710000
Citroen,C4,1.6 e-HDi Confort,570000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,1070000
Renault,Fluence,1.5 dCi Touch,600000
Renault,Fluence,1.5 dCi Touch,545000
Volkswagen,Polo,1.2 TDi Trendline,540000
Ford,Focus,1.6 TDCi Trend X,625000
Ford,Focus,1.6 TDCi Trend X,655000
Renault,Fluence,1.5 dCi Icon,675000
Opel,Astra,1.3 CDTI Business,525000
Fiat,Punto,1.3 Multijet Popstar,400000
Renault,Clio,1.5 dCi Joy,535000
Renault,Fluence,1.5 dCi Joy,500750
Renault,Fluence,1.5 dCi Touch Plus,489000
Renault,Fluence,1.5 dCi Touch,600000
Fiat,Linea,1.3 Multijet Pop,395000
Audi,A4,A4 Sedan 2.0 TDI,930000
Renault,Symbol,1.5 dCi Joy,435000
BMW,3 Serisi,320d Modern Line,1325000
Audi,A4,A4 Sedan 2.0 TDI,845000
Renault,Fluence,1.5 dCi Touch,458000
Renault,Fluence,1.5 dCi Joy,497750
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,900000
Opel,Astra,1.3 CDTI Edition,490000
Fiat,Linea,1.3 Multijet Pop,274001
Dacia,Logan,1.5 dCi MCV Ambiance,415000
Toyota,Corolla,1.4 D-4D Advance,605000
Citroen,C-Elysee,1.6 HDi Attraction,449000
Fiat,Punto,1.4 Pop S&S,382000
Fiat,Linea,1.3 Multijet Active Plus,415000
Mercedes - Benz,CLA,180 CDI AMG,1200000
Fiat,Linea,1.3 Multijet Easy,315000
Skoda,Octavia,1.6 TDI Elegance CR,745000
Dacia,Logan,1.5 dCi MCV Ambiance,430000
Fiat,Linea,1.3 Multijet Easy,475000
Ford,Fiesta,1.5 TDCi Titanium X,520000
Volkswagen,Jetta,1.6 TDi Comfortline,719900
Peugeot,301,1.6 HDi Active,385000
Mercedes - Benz,E,350 CDI Premium,2490000
Volkswagen,Jetta,1.6 TDi Comfortline,760500
Renault,Fluence,1.5 dCi Touch Plus,570000
Renault,Fluence,1.5 dCi Touch,428500
Renault,Clio,1.5 dCi Joy,470000
Fiat,Linea,1.3 Multijet Actual Plus,380000
Volkswagen,VW CC,1.4 TSi,1099000
Fiat,Linea,1.3 Multijet Easy,420000
Opel,Astra,1.4 T Sport,705000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,750000
Volkswagen,Polo,1.2 TDi BlueMotion,420000
Dacia,Lodgy,1.5 dCi Allroad,48000
Volkswagen,Passat,1.4 TSi BlueMotion Highline,850990
Fiat,Linea,1.3 Multijet Pop,327500
Citroen,C-Elysee,1.6 HDi Exclusive,380000
Opel,Corsa,1.3 CDTI Essentia,510000
Volkswagen,Golf,1.4 TSi Comfortline,670000
Peugeot,308,1.6 HDi Active,505000
Fiat,Linea,1.3 Multijet Active Plus,375000
BMW,5 Serisi,520d Premium,1290000
Fiat,Linea,1.4 Fire Active Plus,315000
Fiat,Linea,1.3 Multijet Actual,345000
Mercedes - Benz,C,C 180 BlueEFFICIENCY Fascination,1235000
Toyota,Corolla,1.33 Life,650000
Fiat,Linea,1.3 Multijet Active Plus,390000
Volkswagen,Jetta,1.6 TDi Comfortline,728500
Volkswagen,Jetta,1.6 TDi Comfortline,615000
Renault,Megane,1.5 dCi Joy,349000
Kia,Rio,1.4 CRDi Natty,585000
Opel,Corsa,1.3 CDTI Essentia,440000
Fiat,Linea,1.3 Multijet Active Plus,300000
Fiat,Linea,1.3 Multijet Urban,435000
BMW,1 Serisi,116d ED EfficientDynamics,875000
Volkswagen,Jetta,1.6 TDi Highline,665000
Fiat,Linea,1.3 Multijet Actual Plus,370000
Volkswagen,Jetta,1.6 TDi Comfortline,570000
Renault,Symbol,1.5 dCi Joy,430000
Skoda,Octavia,1.6 TDI Optimal,650000
Kia,Rio,1.4 CRDi Natty,410000
Opel,Astra,1.3 CDTI Business,435000
Fiat,500 Ailesi,500L 1.6 Mjet Beats Edition,355000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,740000
Renault,Clio,1.5 dCi Joy,500000
Renault,Symbol,1.5 dCi Joy,419900
Renault,Megane,1.5 dCi Joy,500000
Ford,Focus,1.6 TDCi Trend X,535000
Opel,Corsa,1.3 CDTI Essentia,450000
Renault,Fluence,1.5 dCi Touch,435000
Citroen,C-Elysee,1.6 HDi Attraction,400000
BMW,5 Serisi,520d Premium,1310000
Renault,Fluence,1.5 dCi Joy,500000
Toyota,Corolla,1.33 Life,550000
BMW,3 Serisi,316i M Sport,955000
Renault,Symbol,1.5 dCi Joy,385000
Toyota,Corolla,1.4 D-4D Premium,808000
Audi,A3,A3 Sedan 1.6 TDI Ambiente,895000
Fiat,Linea,1.3 Multijet Pop,360000
Renault,Clio,1.5 dCi Touch,485000
Dacia,Logan,1.5 dCi MCV Ambiance,425000
Mercedes - Benz,CLA,180 CDI AMG,1150000
Volkswagen,Jetta,1.4 TSi Comfortline,555000
Volkswagen,Jetta,1.6 TDi Trendline,530000
Hyundai,Accent Blue,1.6 CRDI Mode,475000
Peugeot,301,1.6 HDi Active,375000
Peugeot,308,1.6 e-HDi Allure,669000
Dacia,Logan,1.5 dCi MCV Ambiance,475000
Renault,Symbol,1.5 dCi Joy,365000
BMW,3 Serisi,320d Standart,900000
Renault,Fluence,1.5 dCi Touch,610000
BMW,5 Serisi,525d xDrive Executive Luxury Line,1250000
Renault,Fluence,1.5 dCi Touch,452000
Dacia,Sandero,1.5 dCi Stepway,435000
Renault,Symbol,1.5 dCi BlueDCI Joy,400000
Peugeot,508,1.6 e-HDi Allure,725000
Citroen,C4,1.6 e-HDi Confort,545000
Kia,Rio,1.4 CRDi Fancy,470000
Fiat,Linea,1.3 Multijet Urban,398000
Volkswagen,Jetta,1.6 TDi Comfortline,748000
Seat,Toledo,1.6 TDI Style,540000
BMW,3 Serisi,320d Techno Plus,986000
Citroen,C-Elysee,1.6 HDi Confort,493000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,875000
Renault,Megane,1.5 dCi Joy,490000
BMW,3 Serisi,320i ED Modern Line Plus,1250000
Citroen,C-Elysee,1.6 HDi Attraction,418500
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,765000
Fiat,Linea,1.3 Multijet Active Plus,313000
Fiat,Linea,1.3 Multijet Lounge,370000
Fiat,Linea,1.3 Multijet Active Plus,315000
Fiat,Linea,1.3 Multijet Pop,350000
Fiat,Linea,1.3 Multijet Active Plus,285000
Fiat,Linea,1.3 Multijet Pop,345000
Dacia,Logan,1.5 dCi MCV Ambiance,360000
Dacia,Logan,1.5 dCi MCV Ambiance,430000
Fiat,Linea,1.3 Multijet Easy,315000
Volvo,S60,1.6 D Premium,975000
Honda,Civic,1.6 i-VTEC ECO Elegance,475000
Fiat,Linea,1.3 Multijet Active Plus,300000
Dacia,Sandero,1.5 dCi Stepway,665000
Seat,Ibiza,1.2 TSI Style,727000
Volkswagen,Polo,1.4 TDi Comfortline,780000
Volkswagen,Polo,1.2 TSi Comfortline,785000
Skoda,Rapid,1.2 TSI Spaceback Style,815000
Toyota,Corolla,1.33 Life,815000
Mercedes - Benz,B,B 180 BlueEFFICIENCY Elite,999999
Volkswagen,Golf,1.2 TSi Comfortline,985000
Hyundai,i20,1.4 MPI Elite,647000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,1150000
Renault,Clio,1.5 dCi Icon,655000
Volkswagen,Golf,1.4 TSi Highline,920000
Ford,Focus,1.6 TDCi Trend X,710000
Skoda,SuperB,1.6 TDI Elegance,1055000
Kia,Rio,1.4 CRDi Comfort,93500
Opel,Astra,1.6 Edition,645000
Hyundai,Accent Blue,1.6 CRDI Mode Plus,690000
Seat,Ibiza,1.2 TSI Reference,630000
Volkswagen,Jetta,1.2 TSi Trendline,829900
Skoda,Fabia,1.2 TSI Style,750000
Toyota,Corolla,1.4 D-4D Advance,850000
Citroen,C1,1.0 VTi Shine,634000
Audi,A3,A3 Sedan 1.6 TDI Ambition,1115000
Citroen,C-Elysee,1.6 HDi Exclusive,615000
Renault,Fluence,1.5 dCi Touch,678000
Nissan,Micra,1.2 Street,650000
Volkswagen,VW CC,1.4 TSi,1250000
BMW,5 Serisi,520i Premium,1765000
Peugeot,208,1.2 PureTech Active,642000
Mitsubishi,Space Star,1.2 CVT,550000
Toyota,Corolla,1.6 Advance,805000
Kia,Rio,1.4 CVVT Comfort,547500
Kia,Picanto,1.25 EX,640000
Hyundai,i20,1.4 MPI Jump,675000
Mercedes - Benz,E,180 Edition E,2195000
Volkswagen,Polo,1.2 TSi Comfortline,789500
Renault,Clio,1.2 Icon,658000
Volkswagen,Polo,1.4 TDi Comfortline,720000
Renault,Clio,1.2 Joy,605000
Skoda,Rapid,1.2 TSI Spaceback Style,819000
Toyota,Corolla,1.33 Life,805000
Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,885000
Hyundai,i20,1.2 MPI Elite,725000
Volkswagen,Jetta,1.4 TSi Highline,1100000
Volkswagen,Polo,1.4 TDi Comfortline,735000
Renault,Clio,1.2 Icon,690000
Toyota,Corolla,1.4 D-4D Advance,925000
BMW,1 Serisi,118i Joy Plus,999000
Opel,Astra,1.4 T Sport,750000
Volkswagen,VW CC,1.4 TSi,1375000
Fiat,Egea,1.6 Multijet Lounge,672000
Volkswagen,VW CC,1.4 TSi,1300000
Opel,Corsa,1.4 Enjoy,670000
BMW,1 Serisi,116i Joy Edition,1065000
Opel,Insignia,1.6 T Edition Elegance,939000
Citroen,C-Elysee,1.6 HDi Exclusive,675000
Audi,A3,A3 Sedan 1.6 TDI Attraction,1149000
Ford,Fiesta,1.6 Titanium,799000
Toyota,Corolla,1.6 Advance,950000
Mercedes - Benz,CLA,180 CDI AMG,1500000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,1188000
Ford,Focus,1.6 Ti-VCT Trend X,900000
Audi,A3,A3 Sportback 1.6 TDI Attraction,1185000
Volkswagen,Polo,1.2 TSi Lounge,749750
BMW,2 Serisi,218i M Sport,1260000
Opel,Corsa,1.4 Enjoy,737000
Renault,Megane,1.5 dCi Touch Plus,704000
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,730000
Kia,Rio,1.4 CVVT Comfort,749900
Volkswagen,Jetta,1.6 TDi Comfortline,1199000
Seat,Ibiza,1.4 Style,700000
Toyota,Yaris,1.0 Life,610000
Mercedes - Benz,E,250 AMG,2480000
Dacia,Logan,1.5 dCi MCV Ambiance,610500
BMW,3 Serisi,320i,1350000
Opel,Astra,1.4 T Sport,740000
Mercedes - Benz,AMG GT,4.0 S,10750000
BMW,1 Serisi,120i M Plus,930000
Citroen,C-Elysee,1.6 HDi Exclusive,620000
Kia,Ceed,1.6 CRDi Concept Plus,890000
Ford,Fiesta,1.0 GTDi Titanium,710000
Seat,Ibiza,1.4 Style,615000
Volkswagen,Jetta,1.4 TSi Highline,940000
BMW,2 Serisi,218i Active Tourer Active Tourer,1050000
Volkswagen,Jetta,1.6 TDi Comfortline,1060000
Volkswagen,Golf,1.2 TSi Comfortline,1125000
Opel,Astra,1.6 Edition,743000
Renault,Symbol,1.2 Joy,615000
Volkswagen,Polo,1.4 TDi Comfortline,685000
Mercedes - Benz,E,180 Edition E,2050000
Toyota,Corolla,1.33 Comfort,795000
Kia,Rio,1.25 CVVT Comfort,595000
Kia,Rio,1.4 CVVT Concept,720000
Ford,Fiesta,1.25 Trend X,556500
Hyundai,i20,1.4 MPI Elite,789000
Hyundai,i20,1.2 MPI Elite,710000
Seat,Ibiza,1.2 TSI Reference,515000
Toyota,Corolla,1.33 Life,641000
Volkswagen,Golf,1.4 TSi Highline,1199999
Renault,Clio,1.2 Joy,659000
Renault,Clio,1.2 Joy,585000
Seat,Ibiza,1.4 Reference,590000
Opel,Astra,1.6 Edition,645000
Ford,Fiesta,1.0 GTDi Titanium,695950
Renault,Clio,1.2 Joy,579000
Volkswagen,Golf,1.4 TSi Comfortline,910000
Volkswagen,Jetta,1.4 TSi BlueMotion Trendline,795000
BMW,3 Serisi,320i ED Edition,1350000
Peugeot,208,1.2 PureTech Allure,619000
Ford,Focus,1.6 Ti-VCT Trend X,815000
Volkswagen,Polo,1.4 TDi Comfortline,712900
Volkswagen,Polo,1.2 Trendline,770000
Hyundai,i20,1.4 MPI Style,785500
Fiat,Linea,1.3 Multijet Lounge,605000
Volkswagen,Golf,1.2 TSi Comfortline,949000
Toyota,Corolla,1.33 Life,645000
Renault,Symbol,1.2 Joy,595000
Opel,Corsa,1.4 Essentia,695000
Renault,Clio,1.2 Turbo Icon,700000
Renault,Clio,1.5 dCi Icon,732000
Skoda,Fabia,1.2 TSI Style,759000
Renault,Symbol,1.2 Joy,540000
Seat,Ibiza,1.0 EcoTSI Style,780000
Seat,Toledo,1.6 TDI Style,570000
Opel,Astra,1.6 Edition,635000
BMW,5 Serisi,520i Executive Plus,1850000
Seat,Leon,1.6 TDI CR Style,800000
Fiat,Linea,1.3 Multijet Lounge,590000
Volkswagen,Jetta,1.6 TDi Comfortline,1000000
Renault,Clio,1.2 Icon,675000
Citroen,C-Elysee,1.2 VTi Attraction,578000
Mercedes - Benz,CLA,200 AMG,1485000
Dacia,Sandero,1.5 dCi Stepway,620000
Volkswagen,Polo,1.0 Trendline,615000
Opel,Corsa,1.2 Essentia,578000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,870000
Opel,Corsa,1.4 Essentia,660000
Renault,Clio,1.2 SportTourer Joy,559000
Honda,Civic,1.6 i-VTEC ECO Elegance,935000
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,770000
Renault,Clio,1.2 Turbo Icon,685000
Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,970000
Toyota,Corolla,1.6 Advance,870000
Opel,Astra,1.6 Edition,755000
Opel,Astra,1.4 T Sport,700000
Hyundai,i30,1.6 CRDi Elite,870000
Renault,Symbol,1.2 Joy,489000
Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,1100000
Opel,Corsa,1.4 Essentia,705000
BMW,1 Serisi,118i Joy Plus,1050000
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,705000
Renault,Clio,1.2 Turbo GT Line,595000
Renault,Symbol,1.2 Joy,520000
Opel,Astra,1.4 T Sport,750000
Ford,Fiesta,1.6 Titanium,670000
BMW,2 Serisi,218i Active Tourer Luxury Plus,1085000
Renault,Clio,1.2 Joy,570000
Renault,Symbol,1.5 dCi Joy,605000
Toyota,Corolla,1.6 Premium,955000
BMW,7 Serisi,730i Long Luxury,4450000
Opel,Astra,1.6 Edition,650000
Opel,Corsa,1.4 Enjoy,735000
Mercedes - Benz,C,C 200 BlueTEC AMG,1760000
Mercedes - Benz,AMG GT,4.0 S,10552900
MINI,Cooper,1.5 Standart,1350000
Toyota,Corolla,1.33 Life,630000
Nissan,Micra,1.2 Match,689750
Ford,Fiesta,1.25 Trend X,635000
Nissan,Micra,1.2 Match,705750
Hyundai,i10,1.0 D-CVVT Style,650000
Volkswagen,Golf,1.2 TSi Comfortline,865000
Toyota,Corolla,1.6 Advance,930000
Renault,Megane,1.6 Touch Plus,675000
Hyundai,i20,1.2 MPI Style,690000
Ford,Focus,1.6 TDCi Trend X,800000
Volkswagen,Jetta,1.4 TSi Trendline,804900
Hyundai,i20,1.4 CRDi Jump,690000
Ford,Fiesta,1.6 Titanium,765000
Toyota,Yaris,1.33 Cool Skypack,700000
Renault,Fluence,1.5 dCi Icon,850000
Opel,Astra,1.4 T Sport,699900
Fiat,Linea,1.4 Fire Pop,500000
Opel,Corsa,1.0 Color Edition,620000
Mercedes - Benz,C,C 180 Exclusive,1765000
Hyundai,i10,1.0 D-CVVT Style,635000
Toyota,Auris,1.33 Life,750000
Ford,Fiesta,1.25 Trend X,600000
Toyota,Corolla,1.33 Life,750000
Volkswagen,Jetta,1.2 TSi BlueMotion Trendline,815000
Toyota,Corolla,1.6 Advance,925000
Seat,Ibiza,1.4 Style,405000
Fiat,Panda,0.9 TwinAir Joy,590000
Skoda,Fabia,1.2 TSI Style,750000
Mercedes - Benz,A,A 180 d AMG,1225000
Opel,Corsa,1.2 Essentia,570000
Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,730000
Hyundai,i20,1.2 MPI Elite,735000
Renault,Symbol,1.2 Joy,555000
Opel,Corsa,1.4 Essentia,685000
Volkswagen,Golf,1.2 TSi Comfortline,830000
Nissan,Micra,1.2 Match,625025
Opel,Corsa,1.4 Essentia,670000
Mercedes - Benz,S,S 350 350 BlueTEC,6285000
Opel,Corsa,1.2 Essentia,595000
Toyota,Corolla,1.6 Advance,880000
Volkswagen,Polo,1.2 TSi Comfortline,695000
Fiat,Egea,1.3 Multijet Urban,625000
Hyundai,i20,1.2 MPI Style,620000
Opel,Astra,1.6 Edition,660000
Seat,Ibiza,1.0 EcoTSI Sport Coupe FR,910000
Opel,Insignia,1.6 CDTI Cosmo,1110000
Opel,Astra,1.6 Edition,650000
Toyota,Auris,1.33 Life,750000
Honda,Civic,1.6 i-VTEC ECO Elegance,944750
Fiat,Egea,1.4 Fire Urban,555000
Maserati,Ghibli,3.0,3909000
Seat,Ibiza,1.2 TSI Sport Tourer Style,580000
Opel,Astra,1.6 Edition,685000
Kia,Ceed,1.6 CRDi Concept,498000
Hyundai,i30,1.6 CRDi Elite,785000
Fiat,Egea,1.6 Multijet Lounge,725000
Hyundai,Accent Blue,1.4 CVVT Mode Plus,749000
Renault,Clio,1.5 dCi SportTourer Joy,625000
Peugeot,308,1.6 BlueHdi Active,755000
Renault,Symbol,1.2 Joy,585000
BMW,7 Serisi,730d xDrive Long Executive Lounge,5950000
Ford,Fiesta,1.25 Trend X,630000
Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,873500
BMW,M Serisi,M6,7950000
Renault,Clio,1.5 dCi Joy,570000
Nissan,Micra,1.2 Street,658500
Renault,Clio,1.5 dCi Joy,660000
Opel,Astra,1.6 Edition,710000
Peugeot,301,1.6 HDi Allure,647000
Volkswagen,Jetta,1.6 TDi Comfortline,900000
Opel,Corsa,1.2 Essentia,605000
Opel,Corsa,1.4 Essentia,680000
Toyota,Corolla,1.4 D-4D Advance,860000
Toyota,Corolla,1.6 Advance,880000
Volkswagen,Polo,1.0 Trendline,670000
Opel,Corsa,1.4 Enjoy,710000
Opel,Insignia,1.6 T Cosmo,885000
Hyundai,i20,1.2 MPI Elite,597000
Ford,Focus,1.6 Ti-VCT Titanium,849990
Toyota,Corolla,1.33 Life,670000
BMW,1 Serisi,116d Joy Plus,1100000
Volvo,V40,1.5 T3 R-Design,1235000
Seat,Leon,1.2 TSI Style,850000
Opel,Astra,1.6 Edition,730000
Volkswagen,Polo,1.2 TSi Comfortline,850000
Ford,Focus,1.6 Ti-VCT Trend X,850000
